COMARCA,CULTIU,CAMPANYA,HA_IRTA_R,HA_IRTA_S,HA_DARPA_R,HA_DARPA_S,PROD_IRTA(t)_R,PROD_IRTA(t)_S,PROD_IRTA(t/ha)_R,PROD_IRTA(t/ha)_S,PROD_DARPA(t)_R,PROD_DARPA(t)_S,PROD_DARPA(t/ha)_R,PROD_DARPA(t/ha)_S
Tarragonès,BLAT,2025,5.946248115618072,148.4591449363055,4.21,140.5,24.503708049676217,341.6270008678426,3.6808895824278554,2.2656683611761186,12.63,349.95,3.0,2.490747330960854
Tarragonès,BLAT,2026,5.946235578182626,156.9673460597242,,,20.413193665672004,328.8101889647431,3.432960803061721,2.094768098070759,,,,
Tarragonès,ORDI,2023,17.16489322860774,459.3999747737788,15.0,447.0,57.45090509435923,483.118140709173,3.546107511591768,0.9666802681146858,25.275,177.459,1.6849999999999998,0.397
Tarragonès,ORDI,2024,17.7712,335.4396,14.0,286.0,85.78508039394815,992.0033346631236,5.033110793945314,2.8591990082301506,23.8,171.6,1.7,0.6
Tarragonès,ORDI,2025,32.74627958881697,565.0946566427131,17.72,420.15,185.26927554247112,2132.517546631364,5.738028730061619,3.594459198414008,58.48,1050.38,3.300225733634312,2.5000119005117223
Tarragonès,ORDI,2026,30.0706469423425,370.166074381553,,,166.406431607533,1263.8150915061851,5.533849402262642,3.4141840081311527,,,,
Terra Alta,BLAT,2024,0.2808,112.6595,,153.0,0.107941450900625,162.5867627893236,0.384406876426726,1.4188588206192427,,76.5,,0.5
Terra Alta,BLAT,2025,,113.70244291315052,,169.28,,504.35155541097583,,4.494852268697399,,177.87,,1.0507443289224954
Terra Alta,BLAT,2026,,126.07311353682904,,,,452.6017945854692,,3.5899945824154904,,,,
Terra Alta,ORDI,2024,3.0314,513.0716,,512.0,14.4163541887618,972.2702894174588,4.702711863108885,1.832605453391396,,218.286,,0.42633984375
Terra Alta,ORDI,2025,3.407404167637687,355.22427982486505,,388.04,22.36408568218235,1806.2349722841984,7.106961047086929,5.04478105561332,,531.14,,1.3687764148025976
Terra Alta,ORDI,2026,3.407404167637687,378.0244027291911,,,18.48430263084506,1391.2290791439991,5.424746147346533,3.680262620878069,,,,
Urgell,BLAT,2022,2797.3301,4442.3499,2736.0,4266.0,16396.65326334519,13023.68147147506,5.812027905857686,2.9149295405037323,16416.0,17332.758,6.0,4.063000000000001
Urgell,BLAT,2023,2712.324577844431,4356.20825591889,2622.0,4150.0,13250.0706028298,6646.361319640634,4.723542536975392,1.4915457197402937,11799.0,2075.0,4.5,0.5
Urgell,BLAT,2024,3091.0224,4864.4584,2955.0,4621.0,18814.285340015274,10419.238387345573,5.876391833843896,2.1719065943846,16252.5,2772.6,5.5,0.6
Urgell,BLAT,2025,2621.4673927360973,3518.249494453716,2568.75,3700.07,19508.46573637432,19000.17962948516,7.287824502086275,5.018132761629144,15313.63,15953.38,5.961510462287104,4.311642752704678
Urgell,BLAT,2026,2637.9458499511666,4067.967381366073,,,19128.847895898296,20982.9138297194,7.251417953197337,5.158083107016724,,,,
Urgell,BLAT DE MORO,2022,2874.2647,34.7,2529.0,23.0,32472.504462279576,381.79903447992416,11.24347600617372,10.148862097770037,23899.05,107.525,9.45,4.675
Urgell,BLAT DE MORO,2023,344.8242199864595,0.60647084410804,234.0,,2164.964989452616,3.899690094971196,6.428323168554745,6.401475173678279,1638.0,,7.0,
Urgell,BLAT DE MORO,2024,330.7674,0.4775,283.0,,2848.384652346276,3.426479242475025,8.219668699366935,6.998565514732254,2830.0,,10.0,
Urgell,BLAT DE MORO,2025,1871.643857394172,2.863178359444783,1673.19,,20131.166123404728,29.13384867871482,10.550933879458857,9.68301696401028,20078.28,,11.999999999999998,
Urgell,BLAT DE MORO,2026,2235.220136500824,5.853391569245509,,,22622.955159066896,53.35361059542959,10.121130706384257,9.11499085004948,,,,
Urgell,ORDI,2022,3115.3126,9515.2783,3038.0,9034.0,18183.737792813863,27128.13180226344,5.757805652165075,2.8470446160665905,16405.2,26198.6,5.4,2.9
Urgell,ORDI,2023,4217.756909758462,10368.268225428212,4041.0,9894.0,17770.055824060768,12187.516266797502,4.1719608427774055,1.1665883203644405,18184.5,3957.6,4.5,0.3999999999999999
Urgell,ORDI,2024,4819.0231,9556.2065,4593.0,9080.0,27098.04417013704,20588.850859611324,5.510947749429755,2.145296955932428,25261.5,5448.0,5.5,0.6
Urgell,ORDI,2025,4164.58166613295,10189.770820448466,3953.92,9700.59,28691.13107374353,45268.053392547336,6.8004082658921,4.328502795865084,25967.91,44139.69,6.567636674490126,4.550206740002412
Urgell,ORDI,2026,4113.366692271995,11535.920053931368,,,29679.667920644628,52240.1285706178,7.215419908078078,4.528475260437914,,,,
Vallès Occidental,BLAT,2022,58.6637,487.9625,,556.0,179.08439869783226,938.9290070919092,3.1070813041183527,1.9872186118020096,,1334.4,,2.4000000000000004
Vallès Occidental,BLAT,2023,58.036471996915,323.1540900077458,5.0,26.0,171.32638696706394,675.6468378624885,3.448470552453499,2.54461062261547,27.5,7.8,5.5,0.3
Vallès Occidental,BLAT,2024,40.0035,299.0652,,340.0,168.5677961993863,990.4075494904786,4.933905588880865,3.5255701924336136,,1020.0,,3.0
Vallès Occidental,BLAT,2025,49.53498711954165,292.92875990670603,0.88,329.93,333.775210897267,1330.2590427489554,6.650204296422904,4.706911593446478,4.93,1121.76,5.602272727272727,3.3999939381080835
Vallès Occidental,BLAT,2026,42.87391822812375,336.1622877315398,,,193.1986238875856,1051.257531597348,4.5062040483357135,3.127232202908155,,,,
Vallès Occidental,BLAT DE MORO,2022,0.037,0.2843,,,0.245007483721656,2.767917310316835,6.621823884369075,9.735903307480951,,,,
Vallès Occidental,BLAT DE MORO,2023,,0.0544525133961,,,,0.507315966875757,,9.316667592282204,,,,
Vallès Occidental,BLAT DE MORO,2024,,0.2569,,,,2.014297629698876,,7.899164986487593,,,,
Vallès Occidental,BLAT DE MORO,2025,,0.135390951434821,,,,0.9561284634842016,,7.006561669773861,,,,
Vallès Occidental,ORDI,2022,143.0808,1268.7828,,1132.0,717.9244505412536,3349.628749657702,4.9559278298579645,2.622652282566735,,2490.4,,2.2
Vallès Occidental,ORDI,2023,166.8404562414171,1184.3342802787963,2.0,279.0,819.031683195898,3112.3329939425003,5.025449125267659,2.6130308822940496,11.2,83.7,5.6,0.3
Vallès Occidental,ORDI,2024,126.0643,1046.6219,,939.0,823.106481594729,4006.799532675522,6.535763703883885,3.8870965041841785,,2817.0,,3.0
Vallès Occidental,ORDI,2025,138.47295532990435,1226.981235359524,3.09,1232.27,1051.4157749694225,6121.46366541972,7.761198092864416,5.074921001793606,17.61,4392.97,5.699029126213592,3.564941124915806
Vallès Occidental,ORDI,2026,169.835728733089,1342.4184139515894,,,1151.5725078843195,5366.29169941986,6.780507944203613,3.997480698751335,,,,
Vallès Oriental,BLAT,2022,360.2504,818.7071,381.0,862.0,1080.7863405577866,1562.794104115956,3.074648634504014,1.944512065694892,1737.36,2292.92,4.56,2.66
Vallès Oriental,BLAT,2023,347.0640078098176,708.0832663511261,355.0,240.0,1166.625770946065,1387.9002256826827,3.357145652068371,2.0004575281668067,1917.0,122.4,5.4,0.51
Vallès Oriental,BLAT,2024,310.1726,589.0163,249.0,475.0,1317.5518031665122,1767.9458050205285,4.208827049193802,2.938128499423668,1294.8,1472.5,5.2,3.1
Vallès Oriental,BLAT,2025,326.13177323617936,730.0087957571862,263.21000000000004,821.0300000000001,1723.573963856489,2912.272033184397,5.272595150375194,3.937580455014183,1447.42,2954.05,5.499107176778997,3.597980585362288
Vallès Oriental,BLAT,2026,353.1078820106626,780.4440223740274,,,1404.21247696889,2113.4872429822176,3.9767236827822727,2.7080574421637764,,,,
Vallès Oriental,BLAT DE MORO,2022,141.1776,46.4945,7.0,5.0,1122.1198376102109,371.29344357123233,7.9503087800516274,7.436445896764701,60.48,20.0,8.639999999999999,4.0
Vallès Oriental,BLAT DE MORO,2023,31.8599377109055,1.804643732872,,,190.22746589453575,9.439952199010325,6.182154224475853,5.286923511380885,,,,
Vallès Oriental,BLAT DE MORO,2024,54.1781,3.1417,,,347.918348288717,21.160154029621594,6.552262744869337,6.283753127085308,,,,
Vallès Oriental,BLAT DE MORO,2025,121.46188228320273,11.43901275665692,,,766.0308015724488,63.39057362179077,6.272344263681455,5.589699151932192,,,,
Vallès Oriental,BLAT DE MORO,2026,103.093023675032,20.464998889290595,,,698.9313500769289,135.77649188363958,6.779618301623278,6.634571182639637,,,,
Vallès Oriental,ORDI,2022,686.6563,1601.826,703.0,1658.0,3793.8138453819247,4874.194577355501,5.568779244176628,3.083024782473194,3149.44,5289.02,4.48,3.1900000000000004
Vallès Oriental,ORDI,2023,748.9575978818783,1819.154733235126,764.0,446.0,4280.864004746108,5516.803199921284,5.773141824619317,3.134221758459093,3972.8,254.22,5.2,0.57
Vallès Oriental,ORDI,2024,634.2947,1517.9117,502.0,1220.0,4249.867279079918,6463.681235879505,6.716547994543787,4.256672014560685,2459.8,3904.0,4.9,3.2
Vallès Oriental,ORDI,2025,768.3855818404986,1452.7914040768292,473.04,1401.34,6205.141451019016,8283.195211547294,8.107191908547238,5.6901642957795335,2553.05,5184.96,5.397112294943344,3.7000014272053887
Vallès Oriental,ORDI,2026,732.5465260696669,1806.288961459146,,,5280.416257784131,8118.806376934528,7.208301547910079,4.494743947488911,,,,
